Distribution,Ordenation,Array Length,Time
Poisson,Counting Sort,500,0.0
Poisson,Selection Sort,550,0.765625
Poisson,Insertion Sort,550,0.40625
Poisson,Shell Sort,550,0.03125
Poisson,Quick Sort,550,0.015625
Poisson,Quick Sort 2,550,0.046875
Poisson,Quick Sort 3,550,0.015625
Poisson,Counting Sort,550,0.0
Poisson,Selection Sort,600,1.25
Poisson,Insertion Sort,600,0.28125
Poisson,Shell Sort,600,0.015625
Poisson,Quick Sort,600,0.015625
Poisson,Quick Sort 2,600,0.015625
Poisson,Quick Sort 3,600,0.015625
Poisson,Counting Sort,600,0.0
Poisson,Selection Sort,650,0.75
Poisson,Insertion Sort,650,0.453125
Poisson,Shell Sort,650,0.015625
Poisson,Quick Sort,650,0.09375
Poisson,Quick Sort 2,650,0.03125
Poisson,Quick Sort 3,650,0.015625
Poisson,Counting Sort,650,0.015625
Poisson,Selection Sort,700,1.421875
Poisson,Insertion Sort,700,0.453125
Poisson,Shell Sort,700,0.03125
Poisson,Quick Sort,700,0.046875
Poisson,Quick Sort 2,700,0.015625
Poisson,Quick Sort 3,700,0.015625
Poisson,Counting Sort,700,0.0
Poisson,Selection Sort,750,1.421875
Poisson,Insertion Sort,750,0.59375
Poisson,Shell Sort,750,0.046875
Poisson,Quick Sort,750,0.0625
Poisson,Quick Sort 2,750,0.0
Poisson,Quick Sort 3,750,0.03125
Poisson,Counting Sort,750,0.015625
Poisson,Selection Sort,50,0.0
Poisson,Insertion Sort,50,0.0
Poisson,Shell Sort,50,0.0
Poisson,Quick Sort,50,0.0
Poisson,Quick Sort 2,50,0.0
Poisson,Quick Sort 3,50,0.0
Poisson,Counting Sort,50,0.0
Poisson,Selection Sort,100,0.015625
Poisson,Insertion Sort,100,0.0
Poisson,Shell Sort,100,0.0
Poisson,Quick Sort,100,0.0
Poisson,Quick Sort 2,100,0.0
Poisson,Quick Sort 3,100,0.0
Poisson,Counting Sort,100,0.0
Poisson,Selection Sort,150,0.0
Poisson,Insertion Sort,150,0.0
Poisson,Shell Sort,150,0.0
Poisson,Quick Sort,150,0.015625
Poisson,Quick Sort 2,150,0.0
Poisson,Quick Sort 3,150,0.015625
Poisson,Counting Sort,150,0.0
Poisson,Selection Sort,200,0.09375
Poisson,Insertion Sort,200,0.046875
Poisson,Shell Sort,200,0.0
Poisson,Quick Sort,200,0.0
Poisson,Quick Sort 2,200,0.0
Poisson,Quick Sort 3,200,0.0
Poisson,Counting Sort,200,0.0
Poisson,Selection Sort,250,0.0625
Poisson,Insertion Sort,250,0.0
Poisson,Shell Sort,250,0.0
Poisson,Quick Sort,250,0.0
Poisson,Quick Sort 2,250,0.0
Poisson,Quick Sort 3,250,0.0
Poisson,Counting Sort,250,0.0
Poisson,Selection Sort,300,0.171875
Poisson,Insertion Sort,300,0.046875
Poisson,Shell Sort,300,0.0
Poisson,Quick Sort,300,0.0
Poisson,Quick Sort 2,300,0.0
Poisson,Quick Sort 3,300,0.015625
Poisson,Counting Sort,300,0.0
Poisson,Selection Sort,350,0.234375
Poisson,Insertion Sort,350,0.0625
Poisson,Shell Sort,350,0.0
Poisson,Quick Sort,350,0.015625
Poisson,Quick Sort 2,350,0.015625
Poisson,Quick Sort 3,350,0.0
Poisson,Counting Sort,350,0.0
Poisson,Selection Sort,400,0.640625
Poisson,Insertion Sort,400,0.125
Poisson,Shell Sort,400,0.0
Poisson,Quick Sort,400,0.015625
Poisson,Quick Sort 2,400,0.0
Poisson,Quick Sort 3,400,0.0
Poisson,Counting Sort,400,0.0
Poisson,Selection Sort,450,0.453125
Poisson,Insertion Sort,450,0.140625
Poisson,Shell Sort,450,0.015625
Poisson,Quick Sort,450,0.03125
Poisson,Quick Sort 2,450,0.015625
Poisson,Quick Sort 3,450,0.0
Poisson,Counting Sort,450,0.0
Poisson,Selection Sort,500,0.75
Poisson,Insertion Sort,500,0.28125
Poisson,Shell Sort,500,0.0
Poisson,Quick Sort,500,0.03125
Poisson,Quick Sort 2,500,0.015625
Poisson,Quick Sort 3,500,0.0
Poisson,Counting Sort,500,0.0
Poisson,Selection Sort,550,0.96875
Poisson,Insertion Sort,550,0.4375
Poisson,Shell Sort,550,0.015625
Poisson,Quick Sort,550,0.046875
Poisson,Quick Sort 2,550,0.03125
Poisson,Quick Sort 3,550,0.015625
Poisson,Counting Sort,550,0.015625
Poisson,Selection Sort,600,1.25
Poisson,Insertion Sort,600,0.53125
Poisson,Shell Sort,600,0.0
Poisson,Quick Sort,600,0.046875
Poisson,Quick Sort 2,600,0.03125
Poisson,Quick Sort 3,600,0.015625
Poisson,Counting Sort,600,0.0
Poisson,Selection Sort,650,1.1875
Poisson,Insertion Sort,650,0.640625
Poisson,Shell Sort,650,0.03125
Poisson,Quick Sort,650,0.015625
Poisson,Quick Sort 2,650,0.03125
Poisson,Quick Sort 3,650,0.0
Poisson,Counting Sort,650,0.0
Poisson,Selection Sort,700,1.8125
Poisson,Insertion Sort,700,0.890625
Poisson,Shell Sort,700,0.03125
Poisson,Quick Sort,700,0.046875
Poisson,Quick Sort 2,700,0.015625
Poisson,Quick Sort 3,700,0.015625
Poisson,Counting Sort,700,0.0
Poisson,Selection Sort,750,1.65625
Poisson,Insertion Sort,750,1.546875
Poisson,Shell Sort,750,0.015625
Poisson,Quick Sort,750,0.0625
Poisson,Quick Sort 2,750,0.046875
Poisson,Quick Sort 3,750,0.03125
Poisson,Counting Sort,750,0.0
Poisson,Selection Sort,50,0.0
Poisson,Insertion Sort,50,0.0
Poisson,Shell Sort,50,0.0
Poisson,Quick Sort,50,0.0
Poisson,Quick Sort 2,50,0.0
Poisson,Quick Sort 3,50,0.0
Poisson,Counting Sort,50,0.0
Poisson,Selection Sort,100,0.015625
Poisson,Insertion Sort,100,0.0
Poisson,Shell Sort,100,0.0
Poisson,Quick Sort,100,0.0
Poisson,Quick Sort 2,100,0.0
Poisson,Quick Sort 3,100,0.0
Poisson,Counting Sort,100,0.0
Poisson,Selection Sort,150,0.0625
Poisson,Insertion Sort,150,0.03125
Poisson,Shell Sort,150,0.0
Poisson,Quick Sort,150,0.0
Poisson,Quick Sort 2,150,0.0
Poisson,Quick Sort 3,150,0.0
Poisson,Counting Sort,150,0.0
Poisson,Selection Sort,200,0.109375
Poisson,Insertion Sort,200,0.046875
Poisson,Shell Sort,200,0.0
Poisson,Quick Sort,200,0.015625
Poisson,Quick Sort 2,200,0.015625
Poisson,Quick Sort 3,200,0.0
Poisson,Counting Sort,200,0.0
Poisson,Selection Sort,250,0.0625
Poisson,Insertion Sort,250,0.0625
Poisson,Shell Sort,250,0.0
Poisson,Quick Sort,250,0.015625
Poisson,Quick Sort 2,250,0.0
Poisson,Quick Sort 3,250,0.0
Poisson,Counting Sort,250,0.0
Poisson,Selection Sort,300,0.296875
Poisson,Insertion Sort,300,0.109375
Poisson,Shell Sort,300,0.015625
Poisson,Quick Sort,300,0.03125
Poisson,Quick Sort 2,300,0.015625
Poisson,Quick Sort 3,300,0.03125
Poisson,Counting Sort,300,0.0
Poisson,Selection Sort,350,0.328125
Poisson,Insertion Sort,350,0.125
Poisson,Shell Sort,350,0.0
Poisson,Quick Sort,350,0.0
Poisson,Quick Sort 2,350,0.015625
Poisson,Quick Sort 3,350,0.0
Poisson,Counting Sort,350,0.0
Poisson,Selection Sort,400,0.53125
Poisson,Insertion Sort,400,0.15625
Poisson,Shell Sort,400,0.0
Poisson,Quick Sort,400,0.0
Poisson,Quick Sort 2,400,0.0
Poisson,Quick Sort 3,400,0.0
Poisson,Counting Sort,400,0.0
Poisson,Selection Sort,450,0.59375
Poisson,Insertion Sort,450,0.21875
Poisson,Shell Sort,450,0.015625
Poisson,Quick Sort,450,0.0
Poisson,Quick Sort 2,450,0.0
Poisson,Quick Sort 3,450,0.015625
Poisson,Counting Sort,450,0.0
Poisson,Selection Sort,500,0.734375
Poisson,Insertion Sort,500,0.34375
Poisson,Shell Sort,500,0.015625
Poisson,Quick Sort,500,0.03125
Poisson,Quick Sort 2,500,0.015625
Poisson,Quick Sort 3,500,0.015625
Poisson,Counting Sort,500,0.0
Poisson,Selection Sort,550,0.859375
Poisson,Insertion Sort,550,0.328125
Poisson,Shell Sort,550,0.015625
Poisson,Quick Sort,550,0.0625
Poisson,Quick Sort 2,550,0.0
Poisson,Quick Sort 3,550,0.015625
Poisson,Counting Sort,550,0.0
Poisson,Selection Sort,600,1.109375
Poisson,Insertion Sort,600,0.4375
Poisson,Shell Sort,600,0.03125
Poisson,Quick Sort,600,0.09375
Poisson,Quick Sort 2,600,0.03125
Poisson,Quick Sort 3,600,0.03125
Poisson,Counting Sort,600,0.0
Poisson,Selection Sort,650,1.390625
Poisson,Insertion Sort,650,0.4375
Poisson,Shell Sort,650,0.015625
Poisson,Quick Sort,650,0.0
Poisson,Quick Sort 2,650,0.03125
Poisson,Quick Sort 3,650,0.015625
Poisson,Counting Sort,650,0.015625
Poisson,Selection Sort,700,1.21875
Poisson,Insertion Sort,700,0.53125
Poisson,Shell Sort,700,0.0625
Poisson,Quick Sort,700,0.046875
Poisson,Quick Sort 2,700,0.03125
Poisson,Quick Sort 3,700,0.015625
Poisson,Counting Sort,700,0.0
Poisson,Selection Sort,750,1.578125
Poisson,Insertion Sort,750,0.828125
Poisson,Shell Sort,750,0.0625
Poisson,Quick Sort,750,0.078125
Poisson,Quick Sort 2,750,0.0
Poisson,Quick Sort 3,750,0.015625
Poisson,Counting Sort,750,0.015625
Binomial,Selection Sort,50,0.0
Binomial,Insertion Sort,50,0.0
Binomial,Shell Sort,50,0.0
Binomial,Quick Sort,50,0.0
Binomial,Quick Sort 2,50,0.0
Binomial,Quick Sort 3,50,0.0
Binomial,Counting Sort,50,0.0
Binomial,Selection Sort,100,0.03125
Binomial,Insertion Sort,100,0.0
Binomial,Shell Sort,100,0.0
Binomial,Quick Sort,100,0.0
Binomial,Quick Sort 2,100,0.0
Binomial,Quick Sort 3,100,0.0
Binomial,Counting Sort,100,0.0
Binomial,Selection Sort,150,0.046875
Binomial,Insertion Sort,150,0.03125
Binomial,Shell Sort,150,0.0
Binomial,Quick Sort,150,0.0
Binomial,Quick Sort 2,150,0.0
Binomial,Quick Sort 3,150,0.0
Binomial,Counting Sort,150,0.0
Binomial,Selection Sort,200,0.125
Binomial,Insertion Sort,200,0.046875
Binomial,Shell Sort,200,0.015625
Binomial,Quick Sort,200,0.015625
Binomial,Quick Sort 2,200,0.0
Binomial,Quick Sort 3,200,0.0
Binomial,Counting Sort,200,0.0
Binomial,Selection Sort,250,0.109375
Binomial,Insertion Sort,250,0.0625
Binomial,Shell Sort,250,0.0
Binomial,Quick Sort,250,0.015625
Binomial,Quick Sort 2,250,0.03125
Binomial,Quick Sort 3,250,0.0
Binomial,Counting Sort,250,0.0
Binomial,Selection Sort,300,0.171875
Binomial,Insertion Sort,300,0.09375
Binomial,Shell Sort,300,0.015625
Binomial,Quick Sort,300,0.0
Binomial,Quick Sort 2,300,0.015625
Binomial,Quick Sort 3,300,0.0
Binomial,Counting Sort,300,0.0
Binomial,Selection Sort,350,0.3125
Binomial,Insertion Sort,350,0.09375
Binomial,Shell Sort,350,0.0
Binomial,Quick Sort,350,0.0
Binomial,Quick Sort 2,350,0.0
Binomial,Quick Sort 3,350,0.0
Binomial,Counting Sort,350,0.0
Binomial,Selection Sort,400,0.453125
Binomial,Insertion Sort,400,0.171875
Binomial,Shell Sort,400,0.0
Binomial,Quick Sort,400,0.03125
Binomial,Quick Sort 2,400,0.03125
Binomial,Quick Sort 3,400,0.0
Binomial,Counting Sort,400,0.015625
Binomial,Selection Sort,450,0.625
Binomial,Insertion Sort,450,0.25
Binomial,Shell Sort,450,0.0
Binomial,Quick Sort,450,0.046875
Binomial,Quick Sort 2,450,0.015625
Binomial,Quick Sort 3,450,0.0
Binomial,Counting Sort,450,0.0
Binomial,Selection Sort,500,0.765625
Binomial,Insertion Sort,500,0.265625
Binomial,Shell Sort,500,0.046875
Binomial,Quick Sort,500,0.0625
Binomial,Quick Sort 2,500,0.0
Binomial,Quick Sort 3,500,0.015625
Binomial,Counting Sort,500,0.0
Binomial,Selection Sort,550,0.96875
Binomial,Insertion Sort,550,0.46875
Binomial,Shell Sort,550,0.03125
Binomial,Quick Sort,550,0.03125
Binomial,Quick Sort 2,550,0.03125
Binomial,Quick Sort 3,550,0.03125
Binomial,Counting Sort,550,0.0
Binomial,Selection Sort,600,1.4375
Binomial,Insertion Sort,600,0.5
Binomial,Shell Sort,600,0.046875
Binomial,Quick Sort,600,0.046875
Binomial,Quick Sort 2,600,0.03125
Binomial,Quick Sort 3,600,0.0
Binomial,Counting Sort,600,0.015625
Binomial,Selection Sort,650,1.53125
Binomial,Insertion Sort,650,0.59375
Binomial,Shell Sort,650,0.015625
Binomial,Quick Sort,650,0.078125
Binomial,Quick Sort 2,650,0.015625
Binomial,Quick Sort 3,650,0.0
Binomial,Counting Sort,650,0.015625
Binomial,Selection Sort,700,1.71875
Binomial,Insertion Sort,700,0.875
Binomial,Shell Sort,700,0.0625
Binomial,Quick Sort,700,0.09375
Binomial,Quick Sort 2,700,0.015625
Binomial,Quick Sort 3,700,0.0
Binomial,Counting Sort,700,0.015625
Binomial,Selection Sort,750,2.078125
Binomial,Insertion Sort,750,1.015625
Binomial,Shell Sort,750,0.046875
Binomial,Quick Sort,750,0.109375
Binomial,Quick Sort 2,750,0.03125
Binomial,Quick Sort 3,750,0.0
Binomial,Counting Sort,750,0.0
Binomial,Selection Sort,50,0.0
Binomial,Insertion Sort,50,0.0
Binomial,Shell Sort,50,0.0
Binomial,Quick Sort,50,0.0
Binomial,Quick Sort 2,50,0.0
Binomial,Quick Sort 3,50,0.0
Binomial,Counting Sort,50,0.0
Binomial,Selection Sort,100,0.03125
Binomial,Insertion Sort,100,0.0
Binomial,Shell Sort,100,0.0
Binomial,Quick Sort,100,0.0
Binomial,Quick Sort 2,100,0.0
Binomial,Quick Sort 3,100,0.0
Binomial,Counting Sort,100,0.0
Binomial,Selection Sort,150,0.03125
Binomial,Insertion Sort,150,0.0
Binomial,Shell Sort,150,0.0
Binomial,Quick Sort,150,0.0
Binomial,Quick Sort 2,150,0.0
Binomial,Quick Sort 3,150,0.0
Binomial,Counting Sort,150,0.0
Binomial,Selection Sort,200,0.015625
Binomial,Insertion Sort,200,0.03125
Binomial,Shell Sort,200,0.015625
Binomial,Quick Sort,200,0.0
Binomial,Quick Sort 2,200,0.0
Binomial,Quick Sort 3,200,0.0
Binomial,Counting Sort,200,0.0
Binomial,Selection Sort,250,0.1875
Binomial,Insertion Sort,250,0.0625
Binomial,Shell Sort,250,0.0
Binomial,Quick Sort,250,0.015625
Binomial,Quick Sort 2,250,0.0
Binomial,Quick Sort 3,250,0.0
Binomial,Counting Sort,250,0.015625
Binomial,Selection Sort,300,0.28125
Binomial,Insertion Sort,300,0.09375
Binomial,Shell Sort,300,0.03125
Binomial,Quick Sort,300,0.03125
Binomial,Quick Sort 2,300,0.0
Binomial,Quick Sort 3,300,0.0
Binomial,Counting Sort,300,0.0
Binomial,Selection Sort,350,0.421875
Binomial,Insertion Sort,350,0.078125
Binomial,Shell Sort,350,0.0
Binomial,Quick Sort,350,0.015625
Binomial,Quick Sort 2,350,0.015625
Binomial,Quick Sort 3,350,0.015625
Binomial,Counting Sort,350,0.0
Binomial,Selection Sort,400,0.53125
Binomial,Insertion Sort,400,0.265625
Binomial,Shell Sort,400,0.03125
Binomial,Quick Sort,400,0.0
Binomial,Quick Sort 2,400,0.0
Binomial,Quick Sort 3,400,0.015625
Binomial,Counting Sort,400,0.0
Binomial,Selection Sort,450,0.75
Binomial,Insertion Sort,450,0.34375
Binomial,Shell Sort,450,0.015625
Binomial,Quick Sort,450,0.0625
Binomial,Quick Sort 2,450,0.03125
Binomial,Quick Sort 3,450,0.0
Binomial,Counting Sort,450,0.0
Binomial,Selection Sort,500,0.84375
Binomial,Insertion Sort,500,0.40625
Binomial,Shell Sort,500,0.046875
Binomial,Quick Sort,500,0.0625
Binomial,Quick Sort 2,500,0.015625
Binomial,Quick Sort 3,500,0.03125
Binomial,Counting Sort,500,0.03125
Binomial,Selection Sort,550,1.21875
Binomial,Insertion Sort,550,0.484375
Binomial,Shell Sort,550,0.03125
Binomial,Quick Sort,550,0.046875
Binomial,Quick Sort 2,550,0.0
Binomial,Quick Sort 3,550,0.015625
Binomial,Counting Sort,550,0.0
Binomial,Selection Sort,600,1.328125
Binomial,Insertion Sort,600,0.484375
Binomial,Shell Sort,600,0.03125
Binomial,Quick Sort,600,0.0625
Binomial,Quick Sort 2,600,0.0
Binomial,Quick Sort 3,600,0.03125
Binomial,Counting Sort,600,0.0
Binomial,Selection Sort,650,1.21875
Binomial,Insertion Sort,650,0.71875
Binomial,Shell Sort,650,0.015625
Binomial,Quick Sort,650,0.015625
Binomial,Quick Sort 2,650,0.0
Binomial,Quick Sort 3,650,0.015625
Binomial,Counting Sort,650,0.0
Binomial,Selection Sort,700,1.28125
Binomial,Insertion Sort,700,0.484375
Binomial,Shell Sort,700,0.03125
Binomial,Quick Sort,700,0.046875
Binomial,Quick Sort 2,700,0.0
Binomial,Quick Sort 3,700,0.0
Binomial,Counting Sort,700,0.015625
Binomial,Selection Sort,750,2.203125
Binomial,Insertion Sort,750,0.671875
Binomial,Shell Sort,750,0.0
Binomial,Quick Sort,750,0.09375
Binomial,Quick Sort 2,750,0.015625
Binomial,Quick Sort 3,750,0.015625
Binomial,Counting Sort,750,0.0
Binomial,Selection Sort,50,0.0
Binomial,Insertion Sort,50,0.0
Binomial,Shell Sort,50,0.0
Binomial,Quick Sort,50,0.0
Binomial,Quick Sort 2,50,0.0
Binomial,Quick Sort 3,50,0.0
Binomial,Counting Sort,50,0.0
Binomial,Selection Sort,100,0.015625
Binomial,Insertion Sort,100,0.0
Binomial,Shell Sort,100,0.015625
Binomial,Quick Sort,100,0.0
Binomial,Quick Sort 2,100,0.0
Binomial,Quick Sort 3,100,0.0
Binomial,Counting Sort,100,0.0
Binomial,Selection Sort,150,0.03125
Binomial,Insertion Sort,150,0.03125
Binomial,Shell Sort,150,0.0
Binomial,Quick Sort,150,0.0
Binomial,Quick Sort 2,150,0.0
Binomial,Quick Sort 3,150,0.0
Binomial,Counting Sort,150,0.0
Binomial,Selection Sort,200,0.046875
Binomial,Insertion Sort,200,0.03125
Binomial,Shell Sort,200,0.0
Binomial,Quick Sort,200,0.015625
Binomial,Quick Sort 2,200,0.015625
Binomial,Quick Sort 3,200,0.0
Binomial,Counting Sort,200,0.0
Binomial,Selection Sort,250,0.140625
Binomial,Insertion Sort,250,0.0625
Binomial,Shell Sort,250,0.015625
Binomial,Quick Sort,250,0.03125
Binomial,Quick Sort 2,250,0.0
Binomial,Quick Sort 3,250,0.03125
Binomial,Counting Sort,250,0.0
Binomial,Selection Sort,300,0.296875
Binomial,Insertion Sort,300,0.140625
Binomial,Shell Sort,300,0.015625
Binomial,Quick Sort,300,0.0
Binomial,Quick Sort 2,300,0.0
Binomial,Quick Sort 3,300,0.0
Binomial,Counting Sort,300,0.015625
Binomial,Selection Sort,350,0.359375
Binomial,Insertion Sort,350,0.140625
Binomial,Shell Sort,350,0.015625
Binomial,Quick Sort,350,0.046875
Binomial,Quick Sort 2,350,0.0
Binomial,Quick Sort 3,350,0.015625
Binomial,Counting Sort,350,0.0
Binomial,Selection Sort,400,0.25
Binomial,Insertion Sort,400,0.1875
Binomial,Shell Sort,400,0.046875
Binomial,Quick Sort,400,0.015625
Binomial,Quick Sort 2,400,0.015625
Binomial,Quick Sort 3,400,0.0
Binomial,Counting Sort,400,0.0
Binomial,Selection Sort,450,0.453125
Binomial,Insertion Sort,450,0.265625
Binomial,Shell Sort,450,0.0
Binomial,Quick Sort,450,0.015625
Binomial,Quick Sort 2,450,0.015625
Binomial,Quick Sort 3,450,0.015625
Binomial,Counting Sort,450,0.0
Binomial,Selection Sort,500,0.703125
Binomial,Insertion Sort,500,0.25
Binomial,Shell Sort,500,0.015625
Binomial,Quick Sort,500,0.015625
Binomial,Quick Sort 2,500,0.0625
Binomial,Quick Sort 3,500,0.0
Binomial,Counting Sort,500,0.0
Binomial,Selection Sort,550,1.1875
Binomial,Insertion Sort,550,0.4375
Binomial,Shell Sort,550,0.0
Binomial,Quick Sort,550,0.0625
Binomial,Quick Sort 2,550,0.015625
Binomial,Quick Sort 3,550,0.0
Binomial,Counting Sort,550,0.0
Binomial,Selection Sort,600,1.171875
Binomial,Insertion Sort,600,0.28125
Binomial,Shell Sort,600,0.0
Binomial,Quick Sort,600,0.046875
Binomial,Quick Sort 2,600,0.046875
Binomial,Quick Sort 3,600,0.015625
Binomial,Counting Sort,600,0.0
Binomial,Selection Sort,650,1.53125
Binomial,Insertion Sort,650,0.71875
Binomial,Shell Sort,650,0.03125
Binomial,Quick Sort,650,0.09375
Binomial,Quick Sort 2,650,0.03125
Binomial,Quick Sort 3,650,0.03125
Binomial,Counting Sort,650,0.0
Binomial,Selection Sort,700,1.328125
Binomial,Insertion Sort,700,0.796875
Binomial,Shell Sort,700,0.03125
Binomial,Quick Sort,700,0.09375
Binomial,Quick Sort 2,700,0.015625
Binomial,Quick Sort 3,700,0.015625
Binomial,Counting Sort,700,0.0
Binomial,Selection Sort,750,1.921875
Binomial,Insertion Sort,750,0.859375
Binomial,Shell Sort,750,0.03125
Binomial,Quick Sort,750,0.109375
Binomial,Quick Sort 2,750,0.015625
Binomial,Quick Sort 3,750,0.0
Binomial,Counting Sort,750,0.0
Binomial,Selection Sort,50,0.0
Binomial,Insertion Sort,50,0.0
Binomial,Shell Sort,50,0.0
Binomial,Quick Sort,50,0.0
Binomial,Quick Sort 2,50,0.0
Binomial,Quick Sort 3,50,0.0
Binomial,Counting Sort,50,0.0
Binomial,Selection Sort,100,0.015625
Binomial,Insertion Sort,100,0.015625
Binomial,Shell Sort,100,0.0
Binomial,Quick Sort,100,0.015625
Binomial,Quick Sort 2,100,0.015625
Binomial,Quick Sort 3,100,0.0
Binomial,Counting Sort,100,0.015625
Binomial,Selection Sort,150,0.09375
Binomial,Insertion Sort,150,0.015625
Binomial,Shell Sort,150,0.0
Binomial,Quick Sort,150,0.0
Binomial,Quick Sort 2,150,0.015625
Binomial,Quick Sort 3,150,0.0
Binomial,Counting Sort,150,0.0
Binomial,Selection Sort,200,0.109375
Binomial,Insertion Sort,200,0.03125
Binomial,Shell Sort,200,0.0
Binomial,Quick Sort,200,0.015625
Binomial,Quick Sort 2,200,0.0
Binomial,Quick Sort 3,200,0.0
Binomial,Counting Sort,200,0.0
Binomial,Selection Sort,250,0.171875
Binomial,Insertion Sort,250,0.078125
Binomial,Shell Sort,250,0.0
Binomial,Quick Sort,250,0.015625
Binomial,Quick Sort 2,250,0.015625
Binomial,Quick Sort 3,250,0.0
Binomial,Counting Sort,250,0.0
Binomial,Selection Sort,300,0.203125
Binomial,Insertion Sort,300,0.140625
Binomial,Shell Sort,300,0.0
Binomial,Quick Sort,300,0.03125
Binomial,Quick Sort 2,300,0.015625
Binomial,Quick Sort 3,300,0.015625
Binomial,Counting Sort,300,0.0
Binomial,Selection Sort,350,0.4375
Binomial,Insertion Sort,350,0.15625
Binomial,Shell Sort,350,0.0
Binomial,Quick Sort,350,0.0
Binomial,Quick Sort 2,350,0.015625
Binomial,Quick Sort 3,350,0.0
Binomial,Counting Sort,350,0.0
Binomial,Selection Sort,400,0.484375
Binomial,Insertion Sort,400,0.265625
Binomial,Shell Sort,400,0.0
Binomial,Quick Sort,400,0.03125
Binomial,Quick Sort 2,400,0.015625
Binomial,Quick Sort 3,400,0.0
Binomial,Counting Sort,400,0.0
Binomial,Selection Sort,450,0.671875
Binomial,Insertion Sort,450,0.328125
Binomial,Shell Sort,450,0.03125
Binomial,Quick Sort,450,0.03125
Binomial,Quick Sort 2,450,0.03125
Binomial,Quick Sort 3,450,0.015625
Binomial,Counting Sort,450,0.0
Binomial,Selection Sort,500,0.953125
Binomial,Insertion Sort,500,0.390625
Binomial,Shell Sort,500,0.03125
Binomial,Quick Sort,500,0.046875
Binomial,Quick Sort 2,500,0.03125
Binomial,Quick Sort 3,500,0.015625
Binomial,Counting Sort,500,0.0
Binomial,Selection Sort,550,1.0
Binomial,Insertion Sort,550,0.53125
Binomial,Shell Sort,550,0.046875
Binomial,Quick Sort,550,0.078125
Binomial,Quick Sort 2,550,0.015625
Binomial,Quick Sort 3,550,0.03125
Binomial,Counting Sort,550,0.0
Binomial,Selection Sort,600,1.171875
Binomial,Insertion Sort,600,0.625
Binomial,Shell Sort,600,0.046875
Binomial,Quick Sort,600,0.03125
Binomial,Quick Sort 2,600,0.015625
Binomial,Quick Sort 3,600,0.015625
Binomial,Counting Sort,600,0.0
Binomial,Selection Sort,650,1.59375
Binomial,Insertion Sort,650,0.703125
Binomial,Shell Sort,650,0.046875
Binomial,Quick Sort,650,0.09375
Binomial,Quick Sort 2,650,0.046875
Binomial,Quick Sort 3,650,0.0
Binomial,Counting Sort,650,0.015625
Binomial,Selection Sort,700,1.703125
Binomial,Insertion Sort,700,0.75
Binomial,Shell Sort,700,0.0
Binomial,Quick Sort,700,0.15625
Binomial,Quick Sort 2,700,0.015625
Binomial,Quick Sort 3,700,0.03125
Binomial,Counting Sort,700,0.015625
Binomial,Selection Sort,750,1.734375
Binomial,Insertion Sort,750,0.890625
Binomial,Shell Sort,750,0.0625
Binomial,Quick Sort,750,0.109375
Binomial,Quick Sort 2,750,0.015625
Binomial,Quick Sort 3,750,0.0
Binomial,Counting Sort,750,0.015625
Binomial,Selection Sort,50,0.0
Binomial,Insertion Sort,50,0.0
Binomial,Shell Sort,50,0.0
Binomial,Quick Sort,50,0.0
Binomial,Quick Sort 2,50,0.0
Binomial,Quick Sort 3,50,0.0
Binomial,Counting Sort,50,0.0
Binomial,Selection Sort,100,0.03125
Binomial,Insertion Sort,100,0.015625
Binomial,Shell Sort,100,0.0
Binomial,Quick Sort,100,0.0
Binomial,Quick Sort 2,100,0.0
Binomial,Quick Sort 3,100,0.0
Binomial,Counting Sort,100,0.0
Binomial,Selection Sort,150,0.078125
Binomial,Insertion Sort,150,0.015625
Binomial,Shell Sort,150,0.0
Binomial,Quick Sort,150,0.0
Binomial,Quick Sort 2,150,0.015625
Binomial,Quick Sort 3,150,0.0
Binomial,Counting Sort,150,0.0
Binomial,Selection Sort,200,0.15625
Binomial,Insertion Sort,200,0.0625
Binomial,Shell Sort,200,0.0
Binomial,Quick Sort,200,0.0
Binomial,Quick Sort 2,200,0.0
Binomial,Quick Sort 3,200,0.0
Binomial,Counting Sort,200,0.0
Binomial,Selection Sort,250,0.203125
Binomial,Insertion Sort,250,0.15625
Binomial,Shell Sort,250,0.03125
Binomial,Quick Sort,250,0.0
Binomial,Quick Sort 2,250,0.0
Binomial,Quick Sort 3,250,0.0
Binomial,Counting Sort,250,0.0
Binomial,Selection Sort,300,0.234375
Binomial,Insertion Sort,300,0.09375
Binomial,Shell Sort,300,0.015625
Binomial,Quick Sort,300,0.015625
Binomial,Quick Sort 2,300,0.015625
Binomial,Quick Sort 3,300,0.015625
Binomial,Counting Sort,300,0.0
Binomial,Selection Sort,350,0.40625
Binomial,Insertion Sort,350,0.078125
Binomial,Shell Sort,350,0.03125
Binomial,Quick Sort,350,0.015625
Binomial,Quick Sort 2,350,0.0
Binomial,Quick Sort 3,350,0.015625
Binomial,Counting Sort,350,0.0
Binomial,Selection Sort,400,0.453125
Binomial,Insertion Sort,400,0.234375
Binomial,Shell Sort,400,0.03125
Binomial,Quick Sort,400,0.03125
Binomial,Quick Sort 2,400,0.015625
Binomial,Quick Sort 3,400,0.015625
Binomial,Counting Sort,400,0.0
Binomial,Selection Sort,450,0.90625
Binomial,Insertion Sort,450,0.296875
Binomial,Shell Sort,450,0.015625
