Distribution,Ordenation,Array Length,Time,Mean Time
Random,Quick Sort,350,0.9375,1.265625
Random,Quick Sort 2,350,0.0,0.46875
Random,Quick Sort 3,350,0.9375,0.890625
Random,Counting Sort,350,0.0,0.1875
Random,Selection Sort,400,27.1875,22.21875
Random,Insertion Sort,400,8.4375,10.359375
Random,Shell Sort,400,1.875,1.21875
Random,Quick Sort,400,0.0,0.65625
Random,Quick Sort 2,400,1.875,0.890625
Random,Quick Sort 3,400,0.0,0.890625
Random,Counting Sort,400,0.0,0.140625
Random,Selection Sort,450,38.4375,32.90625
Random,Insertion Sort,450,18.75,13.21875
Random,Shell Sort,450,1.875,0.75
Random,Quick Sort,450,1.875,1.21875
Random,Quick Sort 2,450,1.875,0.984375
Random,Quick Sort 3,450,1.875,1.03125
Random,Counting Sort,450,0.0,0.140625
Random,Selection Sort,500,41.25,38.578125
Random,Insertion Sort,500,22.5,17.25
Random,Shell Sort,500,0.9375,1.078125
Random,Quick Sort,500,1.875,0.984375
Random,Quick Sort 2,500,0.9375,0.984375
Random,Quick Sort 3,500,0.9375,0.984375
Random,Counting Sort,500,0.0,0.421875
Random,Selection Sort,550,55.3125,50.0625
Random,Insertion Sort,550,19.6875,21.703125
Random,Shell Sort,550,2.8125,1.96875
Random,Quick Sort,550,1.875,1.59375
Random,Quick Sort 2,550,0.9375,1.125
Random,Quick Sort 3,550,0.0,1.359375
Random,Counting Sort,550,0.9375,0.328125
Random,Selection Sort,600,69.375,58.21875
Random,Insertion Sort,600,28.125,24.84375
Random,Shell Sort,600,0.9375,1.21875
Random,Quick Sort,600,0.9375,1.734375
Random,Quick Sort 2,600,1.875,1.546875
Random,Quick Sort 3,600,1.875,1.6875
Random,Counting Sort,600,0.9375,0.234375
Random,Selection Sort,650,71.25,69.09375
Random,Insertion Sort,650,33.75,32.71875
Random,Shell Sort,650,2.8125,1.96875
Random,Quick Sort,650,0.9375,1.453125
Random,Quick Sort 2,650,0.9375,1.078125
Random,Quick Sort 3,650,1.875,1.734375
Random,Counting Sort,650,0.0,0.46875
Random,Selection Sort,700,86.25,82.6875
Random,Insertion Sort,700,40.3125,37.96875
Random,Shell Sort,700,3.75,2.625
Random,Quick Sort,700,1.875,1.921875
Random,Quick Sort 2,700,0.0,1.5
Random,Quick Sort 3,700,0.9375,1.734375
Random,Counting Sort,700,0.0,0.421875
Random,Selection Sort,750,138.75,96.75
Random,Insertion Sort,750,56.25,44.4375
Random,Shell Sort,750,1.875,2.578125
Random,Quick Sort,750,3.75,2.625
Random,Quick Sort 2,750,0.0,1.921875
Random,Quick Sort 3,750,3.75,1.828125
Random,Counting Sort,750,0.0,0.421875
Poisson,Selection Sort,50,0.9375,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
Poisson,Shell Sort,50,0.0,0.09375
Poisson,Quick Sort,50,0.0,0.09375
Poisson,Quick Sort 2,50,0.0,0.09375
Poisson,Quick Sort 3,50,0.0,0.046875
Poisson,Counting Sort,50,0.0,0.0
Poisson,Selection Sort,100,0.9375,0.796875
Poisson,Insertion Sort,100,0.0,0.140625
Poisson,Shell Sort,100,0.0,0.140625
Poisson,Quick Sort,100,0.9375,0.046875
Poisson,Quick Sort 2,100,0.0,0.046875
Poisson,Quick Sort 3,100,0.0,0.09375
Poisson,Counting Sort,100,0.9375,0.09375
Poisson,Selection Sort,150,0.9375,2.4375
Poisson,Insertion Sort,150,0.9375,0.890625
Poisson,Shell Sort,150,0.0,0.09375
Poisson,Quick Sort,150,0.0,0.09375
Poisson,Quick Sort 2,150,0.0,0.1875
Poisson,Quick Sort 3,150,0.0,0.5625
Poisson,Counting Sort,150,0.0,0.1875
Poisson,Selection Sort,200,5.625,5.296875
Poisson,Insertion Sort,200,1.875,2.296875
Poisson,Shell Sort,200,0.9375,0.234375
Poisson,Quick Sort,200,1.875,0.421875
Poisson,Quick Sort 2,200,0.0,0.375
Poisson,Quick Sort 3,200,0.0,0.328125
Poisson,Counting Sort,200,0.0,0.0
Poisson,Selection Sort,250,10.3125,8.203125
Poisson,Insertion Sort,250,4.6875,3.796875
Poisson,Shell Sort,250,1.875,0.5625
Poisson,Quick Sort,250,0.9375,0.609375
Poisson,Quick Sort 2,250,0.0,0.515625
Poisson,Quick Sort 3,250,0.0,0.28125
Poisson,Counting Sort,250,0.0,0.046875
Poisson,Selection Sort,300,20.625,15.515625
Poisson,Insertion Sort,300,6.5625,6.234375
Poisson,Shell Sort,300,0.0,0.375
Poisson,Quick Sort,300,0.0,0.609375
Poisson,Quick Sort 2,300,1.875,0.421875
Poisson,Quick Sort 3,300,0.0,0.703125
Poisson,Counting Sort,300,0.0,0.09375
Poisson,Selection Sort,350,27.1875,19.921875
Poisson,Insertion Sort,350,7.5,7.3125
Poisson,Shell Sort,350,0.9375,0.65625
Poisson,Quick Sort,350,0.0,0.890625
Poisson,Quick Sort 2,350,0.9375,0.375
Poisson,Quick Sort 3,350,0.9375,0.375
Poisson,Counting Sort,350,0.0,0.140625
Poisson,Selection Sort,400,27.1875,28.78125
Poisson,Insertion Sort,400,9.375,10.96875
Poisson,Shell Sort,400,0.9375,0.84375
Poisson,Quick Sort,400,0.9375,0.890625
Poisson,Quick Sort 2,400,0.0,0.421875
Poisson,Quick Sort 3,400,0.9375,0.515625
Poisson,Counting Sort,400,0.0,0.09375
Poisson,Selection Sort,450,36.5625,35.0625
Poisson,Insertion Sort,450,15.9375,14.53125
Poisson,Shell Sort,450,0.0,0.84375
Poisson,Quick Sort,450,1.875,1.265625
Poisson,Quick Sort 2,450,0.9375,0.75
Poisson,Quick Sort 3,450,0.0,0.609375
Poisson,Counting Sort,450,0.9375,0.28125
Poisson,Selection Sort,500,41.25,45.375
Poisson,Insertion Sort,500,23.4375,19.171875
Poisson,Shell Sort,500,0.0,0.984375
Poisson,Quick Sort,500,2.8125,1.828125
Poisson,Quick Sort 2,500,1.875,1.171875
Poisson,Quick Sort 3,500,0.0,0.65625
Poisson,Counting Sort,500,0.9375,0.28125
Poisson,Selection Sort,550,66.5625,55.875
Poisson,Insertion Sort,550,29.0625,24.140625
Poisson,Shell Sort,550,1.875,1.265625
Poisson,Quick Sort,550,2.8125,2.71875
Poisson,Quick Sort 2,550,0.0,1.21875
Poisson,Quick Sort 3,550,0.9375,0.890625
Poisson,Counting Sort,550,0.0,0.28125
Poisson,Selection Sort,600,79.6875,65.390625
Poisson,Insertion Sort,600,31.875,29.109375
Poisson,Shell Sort,600,1.875,1.640625
Poisson,Quick Sort,600,2.8125,2.390625
Poisson,Quick Sort 2,600,1.875,1.125
Poisson,Quick Sort 3,600,0.9375,1.03125
Poisson,Counting Sort,600,0.0,0.234375
Poisson,Selection Sort,650,90.9375,75.1875
Poisson,Insertion Sort,650,34.6875,34.359375
Poisson,Shell Sort,650,0.9375,1.59375
Poisson,Quick Sort,650,5.625,3.234375
Poisson,Quick Sort 2,650,2.8125,1.546875
Poisson,Quick Sort 3,650,0.0,0.9375
Poisson,Counting Sort,650,0.0,0.328125
Poisson,Selection Sort,700,76.875,86.53125
Poisson,Insertion Sort,700,36.5625,39.796875
Poisson,Shell Sort,700,2.8125,2.109375
Poisson,Quick Sort,700,1.875,3.65625
Poisson,Quick Sort 2,700,3.75,1.96875
Poisson,Quick Sort 3,700,1.875,1.3125
Poisson,Counting Sort,700,0.0,0.140625
Poisson,Selection Sort,750,116.25,105.890625
Poisson,Insertion Sort,750,56.25,48.234375
Poisson,Shell Sort,750,0.9375,1.828125
Poisson,Quick Sort,750,4.6875,4.171875
Poisson,Quick Sort 2,750,0.9375,1.453125
Poisson,Quick Sort 3,750,0.0,1.125
Poisson,Counting Sort,750,0.9375,0.5625
Poisson,Selection Sort,50,0.0,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
Poisson,Shell Sort,50,0.0,0.09375
Poisson,Quick Sort,50,0.9375,0.09375
Poisson,Quick Sort 2,50,0.0,0.09375
Poisson,Quick Sort 3,50,0.0,0.046875
Poisson,Counting Sort,50,0.0,0.0
Poisson,Selection Sort,100,0.0,0.796875
Poisson,Insertion Sort,100,0.0,0.140625
Poisson,Shell Sort,100,0.0,0.140625
Poisson,Quick Sort,100,0.0,0.046875
Poisson,Quick Sort 2,100,0.0,0.046875
Poisson,Quick Sort 3,100,0.0,0.09375
Poisson,Counting Sort,100,0.0,0.09375
Poisson,Selection Sort,150,1.875,2.4375
Poisson,Insertion Sort,150,0.9375,0.890625
Poisson,Shell Sort,150,0.0,0.09375
Poisson,Quick Sort,150,0.0,0.09375
Poisson,Quick Sort 2,150,2.8125,0.1875
Poisson,Quick Sort 3,150,1.875,0.5625
Poisson,Counting Sort,150,0.0,0.1875
Poisson,Selection Sort,200,3.75,5.296875
Poisson,Insertion Sort,200,1.875,2.296875
Poisson,Shell Sort,200,0.0,0.234375
Poisson,Quick Sort,200,0.9375,0.421875
Poisson,Quick Sort 2,200,0.0,0.375
Poisson,Quick Sort 3,200,0.9375,0.328125
Poisson,Counting Sort,200,0.0,0.0
Poisson,Selection Sort,250,10.3125,8.203125
Poisson,Insertion Sort,250,2.8125,3.796875
Poisson,Shell Sort,250,0.9375,0.5625
Poisson,Quick Sort,250,0.0,0.609375
Poisson,Quick Sort 2,250,0.9375,0.515625
Poisson,Quick Sort 3,250,0.0,0.28125
Poisson,Counting Sort,250,0.0,0.046875
Poisson,Selection Sort,300,17.8125,15.515625
Poisson,Insertion Sort,300,9.375,6.234375
Poisson,Shell Sort,300,0.0,0.375
Poisson,Quick Sort,300,0.9375,0.609375
Poisson,Quick Sort 2,300,0.0,0.421875
Poisson,Quick Sort 3,300,1.875,0.703125
Poisson,Counting Sort,300,0.0,0.09375
Poisson,Selection Sort,350,23.4375,19.921875
Poisson,Insertion Sort,350,10.3125,7.3125
Poisson,Shell Sort,350,0.0,0.65625
Poisson,Quick Sort,350,0.0,0.890625
Poisson,Quick Sort 2,350,0.0,0.375
Poisson,Quick Sort 3,350,0.0,0.375
Poisson,Counting Sort,350,0.0,0.140625
Poisson,Selection Sort,400,30.0,28.78125
Poisson,Insertion Sort,400,13.125,10.96875
Poisson,Shell Sort,400,0.9375,0.84375
Poisson,Quick Sort,400,0.9375,0.890625
Poisson,Quick Sort 2,400,0.0,0.421875
Poisson,Quick Sort 3,400,0.0,0.515625
Poisson,Counting Sort,400,0.0,0.09375
Poisson,Selection Sort,450,34.6875,35.0625
Poisson,Insertion Sort,450,19.6875,14.53125
Poisson,Shell Sort,450,0.9375,0.84375
Poisson,Quick Sort,450,0.9375,1.265625
Poisson,Quick Sort 2,450,0.9375,0.75
Poisson,Quick Sort 3,450,0.9375,0.609375
Poisson,Counting Sort,450,0.9375,0.28125
Poisson,Selection Sort,500,45.9375,45.375
Poisson,Insertion Sort,500,22.5,19.171875
Poisson,Shell Sort,500,1.875,0.984375
Poisson,Quick Sort,500,3.75,1.828125
Poisson,Quick Sort 2,500,0.9375,1.171875
Poisson,Quick Sort 3,500,0.0,0.65625
Poisson,Counting Sort,500,0.0,0.28125
Poisson,Selection Sort,550,47.8125,55.875
Poisson,Insertion Sort,550,18.75,24.140625
Poisson,Shell Sort,550,0.0,1.265625
Poisson,Quick Sort,550,0.9375,2.71875
Poisson,Quick Sort 2,550,0.9375,1.21875
Poisson,Quick Sort 3,550,0.0,0.890625
Poisson,Counting Sort,550,0.0,0.28125
Poisson,Selection Sort,600,49.6875,65.390625
Poisson,Insertion Sort,600,28.125,29.109375
Poisson,Shell Sort,600,2.8125,1.640625
Poisson,Quick Sort,600,2.8125,2.390625
Poisson,Quick Sort 2,600,0.9375,1.125
Poisson,Quick Sort 3,600,0.9375,1.03125
Poisson,Counting Sort,600,0.0,0.234375
Poisson,Selection Sort,650,71.25,75.1875
Poisson,Insertion Sort,650,44.0625,34.359375
Poisson,Shell Sort,650,3.75,1.59375
Poisson,Quick Sort,650,3.75,3.234375
Poisson,Quick Sort 2,650,1.875,1.546875
Poisson,Quick Sort 3,650,0.9375,0.9375
Poisson,Counting Sort,650,0.0,0.328125
Poisson,Selection Sort,700,92.8125,86.53125
Poisson,Insertion Sort,700,38.4375,39.796875
Poisson,Shell Sort,700,0.9375,2.109375
Poisson,Quick Sort,700,3.75,3.65625
Poisson,Quick Sort 2,700,4.6875,1.96875
Poisson,Quick Sort 3,700,1.875,1.3125
Poisson,Counting Sort,700,0.9375,0.140625
Poisson,Selection Sort,750,107.8125,105.890625
Poisson,Insertion Sort,750,50.625,48.234375
Poisson,Shell Sort,750,1.875,1.828125
Poisson,Quick Sort,750,6.5625,4.171875
Poisson,Quick Sort 2,750,2.8125,1.453125
Poisson,Quick Sort 3,750,1.875,1.125
Poisson,Counting Sort,750,0.0,0.5625
Poisson,Selection Sort,50,0.0,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
Poisson,Shell Sort,50,0.0,0.09375
Poisson,Quick Sort,50,0.0,0.09375
Poisson,Quick Sort 2,50,0.0,0.09375
Poisson,Quick Sort 3,50,0.9375,0.046875
Poisson,Counting Sort,50,0.0,0.0
Poisson,Selection Sort,100,2.8125,0.796875
Poisson,Insertion Sort,100,0.9375,0.140625
Poisson,Shell Sort,100,0.0,0.140625
Poisson,Quick Sort,100,0.0,0.046875
Poisson,Quick Sort 2,100,0.0,0.046875
Poisson,Quick Sort 3,100,0.9375,0.09375
Poisson,Counting Sort,100,0.0,0.09375
Poisson,Selection Sort,150,2.8125,2.4375
Poisson,Insertion Sort,150,1.875,0.890625
Poisson,Shell Sort,150,0.0,0.09375
Poisson,Quick Sort,150,0.0,0.09375
Poisson,Quick Sort 2,150,0.0,0.1875
Poisson,Quick Sort 3,150,0.9375,0.5625
Poisson,Counting Sort,150,0.0,0.1875
Poisson,Selection Sort,200,9.375,5.296875
Poisson,Insertion Sort,200,2.8125,2.296875
Poisson,Shell Sort,200,0.9375,0.234375
Poisson,Quick Sort,200,0.0,0.421875
Poisson,Quick Sort 2,200,0.0,0.375
Poisson,Quick Sort 3,200,0.0,0.328125
Poisson,Counting Sort,200,0.0,0.0
Poisson,Selection Sort,250,9.375,8.203125
Poisson,Insertion Sort,250,1.875,3.796875
Poisson,Shell Sort,250,0.9375,0.5625
Poisson,Quick Sort,250,0.0,0.609375
Poisson,Quick Sort 2,250,1.875,0.515625
Poisson,Quick Sort 3,250,0.9375,0.28125
Poisson,Counting Sort,250,0.0,0.046875
Poisson,Selection Sort,300,20.625,15.515625
Poisson,Insertion Sort,300,5.625,6.234375
Poisson,Shell Sort,300,0.0,0.375
Poisson,Quick Sort,300,0.0,0.609375
Poisson,Quick Sort 2,300,0.0,0.421875
Poisson,Quick Sort 3,300,0.0,0.703125
Poisson,Counting Sort,300,0.0,0.09375
Poisson,Selection Sort,350,17.8125,19.921875
Poisson,Insertion Sort,350,6.5625,7.3125
Poisson,Shell Sort,350,0.0,0.65625
Poisson,Quick Sort,350,0.9375,0.890625
Poisson,Quick Sort 2,350,0.0,0.375
Poisson,Quick Sort 3,350,0.0,0.375
Poisson,Counting Sort,350,0.0,0.140625
Poisson,Selection Sort,400,32.8125,28.78125
Poisson,Insertion Sort,400,8.4375,10.96875
Poisson,Shell Sort,400,0.0,0.84375
Poisson,Quick Sort,400,0.9375,0.890625
Poisson,Quick Sort 2,400,0.0,0.421875
Poisson,Quick Sort 3,400,0.9375,0.515625
Poisson,Counting Sort,400,0.0,0.09375
Poisson,Selection Sort,450,36.5625,35.0625
Poisson,Insertion Sort,450,13.125,14.53125
Poisson,Shell Sort,450,0.0,0.84375
Poisson,Quick Sort,450,1.875,1.265625
Poisson,Quick Sort 2,450,0.9375,0.75
Poisson,Quick Sort 3,450,0.9375,0.609375
Poisson,Counting Sort,450,0.0,0.28125
Poisson,Selection Sort,500,60.9375,45.375
Poisson,Insertion Sort,500,15.9375,19.171875
Poisson,Shell Sort,500,1.875,0.984375
Poisson,Quick Sort,500,0.9375,1.828125
Poisson,Quick Sort 2,500,1.875,1.171875
Poisson,Quick Sort 3,500,1.875,0.65625
Poisson,Counting Sort,500,0.0,0.28125
Poisson,Selection Sort,550,63.75,55.875
Poisson,Insertion Sort,550,27.1875,24.140625
Poisson,Shell Sort,550,1.875,1.265625
Poisson,Quick Sort,550,0.9375,2.71875
Poisson,Quick Sort 2,550,0.9375,1.21875
Poisson,Quick Sort 3,550,0.9375,0.890625
Poisson,Counting Sort,550,1.875,0.28125
Poisson,Selection Sort,600,75.9375,65.390625
Poisson,Insertion Sort,600,26.25,29.109375
Poisson,Shell Sort,600,0.9375,1.640625
Poisson,Quick Sort,600,3.75,2.390625
Poisson,Quick Sort 2,600,1.875,1.125
Poisson,Quick Sort 3,600,0.0,1.03125
Poisson,Counting Sort,600,0.0,0.234375
Poisson,Selection Sort,650,82.5,75.1875
Poisson,Insertion Sort,650,40.3125,34.359375
Poisson,Shell Sort,650,1.875,1.59375
Poisson,Quick Sort,650,2.8125,3.234375
Poisson,Quick Sort 2,650,2.8125,1.546875
Poisson,Quick Sort 3,650,1.875,0.9375
Poisson,Counting Sort,650,0.0,0.328125
Poisson,Selection Sort,700,98.4375,86.53125
Poisson,Insertion Sort,700,34.6875,39.796875
Poisson,Shell Sort,700,2.8125,2.109375
Poisson,Quick Sort,700,2.8125,3.65625
Poisson,Quick Sort 2,700,2.8125,1.96875
Poisson,Quick Sort 3,700,1.875,1.3125
Poisson,Counting Sort,700,0.0,0.140625
Poisson,Selection Sort,750,117.1875,105.890625
Poisson,Insertion Sort,750,53.4375,48.234375
Poisson,Shell Sort,750,0.0,1.828125
Poisson,Quick Sort,750,0.9375,4.171875
Poisson,Quick Sort 2,750,0.9375,1.453125
Poisson,Quick Sort 3,750,1.875,1.125
Poisson,Counting Sort,750,0.9375,0.5625
Poisson,Selection Sort,50,0.0,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
Poisson,Shell Sort,50,0.0,0.09375
Poisson,Quick Sort,50,0.0,0.09375
Poisson,Quick Sort 2,50,0.0,0.09375
Poisson,Quick Sort 3,50,0.0,0.046875
Poisson,Counting Sort,50,0.0,0.0
Poisson,Selection Sort,100,0.0,0.796875
Poisson,Insertion Sort,100,0.0,0.140625
Poisson,Shell Sort,100,0.0,0.140625
Poisson,Quick Sort,100,0.0,0.046875
Poisson,Quick Sort 2,100,0.0,0.046875
Poisson,Quick Sort 3,100,0.0,0.09375
Poisson,Counting Sort,100,0.0,0.09375
Poisson,Selection Sort,150,3.75,2.4375
Poisson,Insertion Sort,150,0.9375,0.890625
Poisson,Shell Sort,150,0.9375,0.09375
Poisson,Quick Sort,150,0.0,0.09375
Poisson,Quick Sort 2,150,0.0,0.1875
Poisson,Quick Sort 3,150,0.0,0.5625
Poisson,Counting Sort,150,0.0,0.1875
Poisson,Selection Sort,200,6.5625,5.296875
Poisson,Insertion Sort,200,2.8125,2.296875
Poisson,Shell Sort,200,0.0,0.234375
Poisson,Quick Sort,200,0.0,0.421875
Poisson,Quick Sort 2,200,0.0,0.375
Poisson,Quick Sort 3,200,0.0,0.328125
Poisson,Counting Sort,200,0.0,0.0
Poisson,Selection Sort,250,8.4375,8.203125
Poisson,Insertion Sort,250,3.75,3.796875
Poisson,Shell Sort,250,0.0,0.5625
Poisson,Quick Sort,250,1.875,0.609375
Poisson,Quick Sort 2,250,0.0,0.515625
Poisson,Quick Sort 3,250,0.9375,0.28125
Poisson,Counting Sort,250,0.0,0.046875
Poisson,Selection Sort,300,16.875,15.515625
Poisson,Insertion Sort,300,4.6875,6.234375
Poisson,Shell Sort,300,0.0,0.375
Poisson,Quick Sort,300,0.0,0.609375
Poisson,Quick Sort 2,300,0.9375,0.421875
Poisson,Quick Sort 3,300,0.9375,0.703125
Poisson,Counting Sort,300,0.0,0.09375
Poisson,Selection Sort,350,23.4375,19.921875
Poisson,Insertion Sort,350,4.6875,7.3125
Poisson,Shell Sort,350,0.0,0.65625
Poisson,Quick Sort,350,0.9375,0.890625
Poisson,Quick Sort 2,350,0.9375,0.375
Poisson,Quick Sort 3,350,0.0,0.375
Poisson,Counting Sort,350,0.0,0.140625
Poisson,Selection Sort,400,29.0625,28.78125
Poisson,Insertion Sort,400,11.25,10.96875
Poisson,Shell Sort,400,0.0,0.84375
Poisson,Quick Sort,400,0.9375,0.890625
Poisson,Quick Sort 2,400,0.9375,0.421875
Poisson,Quick Sort 3,400,0.9375,0.515625
Poisson,Counting Sort,400,0.0,0.09375
Poisson,Selection Sort,450,42.1875,35.0625
Poisson,Insertion Sort,450,16.875,14.53125
Poisson,Shell Sort,450,0.9375,0.84375
Poisson,Quick Sort,450,0.0,1.265625
Poisson,Quick Sort 2,450,1.875,0.75
Poisson,Quick Sort 3,450,0.9375,0.609375
Poisson,Counting Sort,450,0.9375,0.28125
Poisson,Selection Sort,500,50.625,45.375
Poisson,Insertion Sort,500,18.75,19.171875
Poisson,Shell Sort,500,0.9375,0.984375
Poisson,Quick Sort,500,0.9375,1.828125
Poisson,Quick Sort 2,500,0.9375,1.171875
Poisson,Quick Sort 3,500,1.875,0.65625
Poisson,Counting Sort,500,0.0,0.28125
Poisson,Selection Sort,550,63.75,55.875
Poisson,Insertion Sort,550,26.25,24.140625
Poisson,Shell Sort,550,1.875,1.265625
Poisson,Quick Sort,550,3.75,2.71875
Poisson,Quick Sort 2,550,0.9375,1.21875
Poisson,Quick Sort 3,550,0.9375,0.890625
Poisson,Counting Sort,550,0.0,0.28125
Poisson,Selection Sort,600,70.3125,65.390625
Poisson,Insertion Sort,600,22.5,29.109375
Poisson,Shell Sort,600,1.875,1.640625
Poisson,Quick Sort,600,0.9375,2.390625
Poisson,Quick Sort 2,600,0.0,1.125
Poisson,Quick Sort 3,600,0.0,1.03125
Poisson,Counting Sort,600,0.0,0.234375
Poisson,Selection Sort,650,52.5,75.1875
Poisson,Insertion Sort,650,20.625,34.359375
Poisson,Shell Sort,650,0.9375,1.59375
Poisson,Quick Sort,650,3.75,3.234375
Poisson,Quick Sort 2,650,0.0,1.546875
Poisson,Quick Sort 3,650,1.875,0.9375
Poisson,Counting Sort,650,0.0,0.328125
Poisson,Selection Sort,700,66.5625,86.53125
Poisson,Insertion Sort,700,33.75,39.796875
Poisson,Shell Sort,700,0.9375,2.109375
Poisson,Quick Sort,700,3.75,3.65625
Poisson,Quick Sort 2,700,2.8125,1.96875
Poisson,Quick Sort 3,700,0.9375,1.3125
Poisson,Counting Sort,700,0.0,0.140625
Poisson,Selection Sort,750,73.125,105.890625
Poisson,Insertion Sort,750,41.25,48.234375
Poisson,Shell Sort,750,0.9375,1.828125
Poisson,Quick Sort,750,4.6875,4.171875
Poisson,Quick Sort 2,750,1.875,1.453125
Poisson,Quick Sort 3,750,0.0,1.125
Poisson,Counting Sort,750,0.9375,0.5625
Poisson,Selection Sort,50,0.0,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
Poisson,Shell Sort,50,0.0,0.09375
Poisson,Quick Sort,50,0.0,0.09375
Poisson,Quick Sort 2,50,0.0,0.09375
Poisson,Quick Sort 3,50,0.0,0.046875
Poisson,Counting Sort,50,0.0,0.0
Poisson,Selection Sort,100,0.0,0.796875
Poisson,Insertion Sort,100,0.9375,0.140625
Poisson,Shell Sort,100,0.0,0.140625
Poisson,Quick Sort,100,0.0,0.046875
Poisson,Quick Sort 2,100,0.0,0.046875
Poisson,Quick Sort 3,100,0.0,0.09375
Poisson,Counting Sort,100,0.0,0.09375
Poisson,Selection Sort,150,1.875,2.4375
Poisson,Insertion Sort,150,0.0,0.890625
Poisson,Shell Sort,150,0.0,0.09375
Poisson,Quick Sort,150,0.0,0.09375
Poisson,Quick Sort 2,150,0.0,0.1875
Poisson,Quick Sort 3,150,0.0,0.5625
Poisson,Counting Sort,150,0.0,0.1875
Poisson,Selection Sort,200,1.875,5.296875
Poisson,Insertion Sort,200,2.8125,2.296875
Poisson,Shell Sort,200,0.9375,0.234375
Poisson,Quick Sort,200,0.9375,0.421875
Poisson,Quick Sort 2,200,0.0,0.375
Poisson,Quick Sort 3,200,0.0,0.328125
Poisson,Counting Sort,200,0.0,0.0
Poisson,Selection Sort,250,12.1875,8.203125
Poisson,Insertion Sort,250,5.625,3.796875
Poisson,Shell Sort,250,0.0,0.5625
Poisson,Quick Sort,250,0.9375,0.609375
Poisson,Quick Sort 2,250,0.9375,0.515625
Poisson,Quick Sort 3,250,0.0,0.28125
Poisson,Counting Sort,250,0.0,0.046875
Poisson,Selection Sort,300,18.75,15.515625
Poisson,Insertion Sort,300,7.5,6.234375
Poisson,Shell Sort,300,0.0,0.375
Poisson,Quick Sort,300,0.9375,0.609375
Poisson,Quick Sort 2,300,0.0,0.421875
Poisson,Quick Sort 3,300,0.0,0.703125
Poisson,Counting Sort,300,0.0,0.09375
Poisson,Selection Sort,350,16.875,19.921875
Poisson,Insertion Sort,350,9.375,7.3125
Poisson,Shell Sort,350,0.9375,0.65625
Poisson,Quick Sort,350,0.9375,0.890625
Poisson,Quick Sort 2,350,0.9375,0.375
Poisson,Quick Sort 3,350,0.9375,0.375
Poisson,Counting Sort,350,0.0,0.140625
Poisson,Selection Sort,400,28.125,28.78125
Poisson,Insertion Sort,400,14.0625,10.96875
Poisson,Shell Sort,400,0.9375,0.84375
Poisson,Quick Sort,400,0.9375,0.890625
Poisson,Quick Sort 2,400,0.0,0.421875
Poisson,Quick Sort 3,400,0.0,0.515625
Poisson,Counting Sort,400,0.0,0.09375
Poisson,Selection Sort,450,34.6875,35.0625
Poisson,Insertion Sort,450,15.0,14.53125
Poisson,Shell Sort,450,0.0,0.84375
Poisson,Quick Sort,450,0.0,1.265625
Poisson,Quick Sort 2,450,0.0,0.75
Poisson,Quick Sort 3,450,0.9375,0.609375
Poisson,Counting Sort,450,0.0,0.28125
Poisson,Selection Sort,500,44.0625,45.375
Poisson,Insertion Sort,500,15.0,19.171875
Poisson,Shell Sort,500,0.0,0.984375
Poisson,Quick Sort,500,1.875,1.828125
Poisson,Quick Sort 2,500,0.9375,1.171875
Poisson,Quick Sort 3,500,0.9375,0.65625
Poisson,Counting Sort,500,0.0,0.28125
Poisson,Selection Sort,550,54.375,55.875
Poisson,Insertion Sort,550,17.8125,24.140625
Poisson,Shell Sort,550,0.9375,1.265625
Poisson,Quick Sort,550,3.75,2.71875
Poisson,Quick Sort 2,550,1.875,1.21875
Poisson,Quick Sort 3,550,0.9375,0.890625
Poisson,Counting Sort,550,0.0,0.28125
Poisson,Selection Sort,600,51.5625,65.390625
Poisson,Insertion Sort,600,30.9375,29.109375
Poisson,Shell Sort,600,2.8125,1.640625
Poisson,Quick Sort,600,3.75,2.390625
Poisson,Quick Sort 2,600,0.9375,1.125
Poisson,Quick Sort 3,600,0.0,1.03125
Poisson,Counting Sort,600,0.0,0.234375
Poisson,Selection Sort,650,61.875,75.1875
Poisson,Insertion Sort,650,33.75,34.359375
Poisson,Shell Sort,650,1.875,1.59375
Poisson,Quick Sort,650,3.75,3.234375
Poisson,Quick Sort 2,650,0.9375,1.546875
Poisson,Quick Sort 3,650,0.0,0.9375
Poisson,Counting Sort,650,0.0,0.328125
Poisson,Selection Sort,700,93.75,86.53125
Poisson,Insertion Sort,700,45.9375,39.796875
Poisson,Shell Sort,700,4.6875,2.109375
Poisson,Quick Sort,700,3.75,3.65625
Poisson,Quick Sort 2,700,0.9375,1.96875
Poisson,Quick Sort 3,700,1.875,1.3125
Poisson,Counting Sort,700,0.0,0.140625
Poisson,Selection Sort,750,136.875,105.890625
Poisson,Insertion Sort,750,45.9375,48.234375
Poisson,Shell Sort,750,2.8125,1.828125
Poisson,Quick Sort,750,4.6875,4.171875
Poisson,Quick Sort 2,750,2.8125,1.453125
Poisson,Quick Sort 3,750,0.9375,1.125
Poisson,Counting Sort,750,0.9375,0.5625
Poisson,Selection Sort,50,0.9375,0.140625
Poisson,Insertion Sort,50,0.0,0.046875
