Distribution,Ordenation,Array Length,Time,Mean Time
Binomial,Selection Sort,400,27.1875,30.65625
Binomial,Insertion Sort,400,14.0625,11.71875
Binomial,Shell Sort,400,0.9375,0.796875
Binomial,Quick Sort,400,1.875,1.171875
Binomial,Quick Sort 2,400,1.875,0.703125
Binomial,Quick Sort 3,400,0.0,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,41.25,40.265625
Binomial,Insertion Sort,450,19.6875,15.890625
Binomial,Shell Sort,450,1.875,1.078125
Binomial,Quick Sort,450,1.875,1.921875
Binomial,Quick Sort 2,450,0.9375,1.265625
Binomial,Quick Sort 3,450,0.0,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,60.9375,51.5625
Binomial,Insertion Sort,500,26.25,19.3125
Binomial,Shell Sort,500,0.9375,1.125
Binomial,Quick Sort,500,1.875,1.875
Binomial,Quick Sort 2,500,0.9375,1.171875
Binomial,Quick Sort 3,500,0.0,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,56.25,60.046875
Binomial,Insertion Sort,550,31.875,25.5
Binomial,Shell Sort,550,0.9375,1.59375
Binomial,Quick Sort,550,3.75,3.328125
Binomial,Quick Sort 2,550,0.0,1.21875
Binomial,Quick Sort 3,550,0.9375,0.890625
Binomial,Counting Sort,550,0.0,0.234375
Binomial,Selection Sort,600,75.0,76.453125
Binomial,Insertion Sort,600,28.125,28.921875
Binomial,Shell Sort,600,0.9375,1.78125
Binomial,Quick Sort,600,4.6875,3.84375
Binomial,Quick Sort 2,600,1.875,1.5
Binomial,Quick Sort 3,600,0.0,0.796875
Binomial,Counting Sort,600,0.0,0.328125
Binomial,Selection Sort,650,93.75,85.40625
Binomial,Insertion Sort,650,41.25,42.65625
Binomial,Shell Sort,650,1.875,2.25
Binomial,Quick Sort,650,5.625,5.15625
Binomial,Quick Sort 2,650,1.875,1.59375
Binomial,Quick Sort 3,650,1.875,1.171875
Binomial,Counting Sort,650,0.0,0.328125
Binomial,Selection Sort,700,105.0,90.890625
Binomial,Insertion Sort,700,52.5,44.765625
Binomial,Shell Sort,700,1.875,1.734375
Binomial,Quick Sort,700,8.4375,5.53125
Binomial,Quick Sort 2,700,1.875,1.921875
Binomial,Quick Sort 3,700,1.875,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,120.9375,113.671875
Binomial,Insertion Sort,750,57.1875,52.078125
Binomial,Shell Sort,750,4.6875,2.25
Binomial,Quick Sort,750,8.4375,6.65625
Binomial,Quick Sort 2,750,1.875,2.203125
Binomial,Quick Sort 3,750,1.875,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Binomial,Selection Sort,50,0.9375,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
Binomial,Shell Sort,50,0.0,0.09375
Binomial,Quick Sort,50,0.0,0.0
Binomial,Quick Sort 2,50,0.0,0.09375
Binomial,Quick Sort 3,50,0.0,0.0
Binomial,Counting Sort,50,0.0,0.046875
Binomial,Selection Sort,100,0.0,1.265625
Binomial,Insertion Sort,100,0.0,0.1875
Binomial,Shell Sort,100,0.9375,0.140625
Binomial,Quick Sort,100,0.0,0.140625
Binomial,Quick Sort 2,100,0.0,0.09375
Binomial,Quick Sort 3,100,0.0,0.046875
Binomial,Counting Sort,100,0.9375,0.140625
Binomial,Selection Sort,150,4.6875,2.765625
Binomial,Insertion Sort,150,0.0,0.890625
Binomial,Shell Sort,150,0.0,0.046875
Binomial,Quick Sort,150,0.9375,0.046875
Binomial,Quick Sort 2,150,0.9375,0.234375
Binomial,Quick Sort 3,150,0.0,0.140625
Binomial,Counting Sort,150,0.0,0.046875
Binomial,Selection Sort,200,6.5625,5.765625
Binomial,Insertion Sort,200,1.875,2.4375
Binomial,Shell Sort,200,0.0,0.234375
Binomial,Quick Sort,200,0.9375,0.421875
Binomial,Quick Sort 2,200,0.0,0.140625
Binomial,Quick Sort 3,200,0.9375,0.140625
Binomial,Counting Sort,200,0.0,0.0
Binomial,Selection Sort,250,12.1875,10.875
Binomial,Insertion Sort,250,4.6875,4.171875
Binomial,Shell Sort,250,0.0,0.609375
Binomial,Quick Sort,250,0.0,0.609375
Binomial,Quick Sort 2,250,0.0,0.46875
Binomial,Quick Sort 3,250,0.0,0.46875
Binomial,Counting Sort,250,0.0,0.140625
Binomial,Selection Sort,300,19.6875,17.109375
Binomial,Insertion Sort,300,4.6875,6.9375
Binomial,Shell Sort,300,0.0,0.65625
Binomial,Quick Sort,300,0.9375,1.03125
Binomial,Quick Sort 2,300,0.0,0.75
Binomial,Quick Sort 3,300,0.9375,0.46875
Binomial,Counting Sort,300,0.0,0.234375
Binomial,Selection Sort,350,26.25,22.59375
Binomial,Insertion Sort,350,12.1875,8.484375
Binomial,Shell Sort,350,0.0,0.609375
Binomial,Quick Sort,350,0.0,0.984375
Binomial,Quick Sort 2,350,0.0,0.5625
Binomial,Quick Sort 3,350,0.0,0.5625
Binomial,Counting Sort,350,0.0,0.140625
Binomial,Selection Sort,400,32.8125,30.65625
Binomial,Insertion Sort,400,11.25,11.71875
Binomial,Shell Sort,400,1.875,0.796875
Binomial,Quick Sort,400,0.0,1.171875
Binomial,Quick Sort 2,400,0.0,0.703125
Binomial,Quick Sort 3,400,0.9375,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,42.1875,40.265625
Binomial,Insertion Sort,450,13.125,15.890625
Binomial,Shell Sort,450,0.9375,1.078125
Binomial,Quick Sort,450,0.0,1.921875
Binomial,Quick Sort 2,450,0.0,1.265625
Binomial,Quick Sort 3,450,0.0,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,61.875,51.5625
Binomial,Insertion Sort,500,18.75,19.3125
Binomial,Shell Sort,500,1.875,1.125
Binomial,Quick Sort,500,2.8125,1.875
Binomial,Quick Sort 2,500,0.0,1.171875
Binomial,Quick Sort 3,500,0.0,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,60.0,60.046875
Binomial,Insertion Sort,550,32.8125,25.5
Binomial,Shell Sort,550,2.8125,1.59375
Binomial,Quick Sort,550,6.5625,3.328125
Binomial,Quick Sort 2,550,1.875,1.21875
Binomial,Quick Sort 3,550,0.9375,0.890625
Binomial,Counting Sort,550,0.9375,0.234375
Binomial,Selection Sort,600,96.5625,76.453125
Binomial,Insertion Sort,600,33.75,28.921875
Binomial,Shell Sort,600,0.9375,1.78125
Binomial,Quick Sort,600,1.875,3.84375
Binomial,Quick Sort 2,600,3.75,1.5
Binomial,Quick Sort 3,600,0.9375,0.796875
Binomial,Counting Sort,600,0.9375,0.328125
Binomial,Selection Sort,650,104.0625,85.40625
Binomial,Insertion Sort,650,42.1875,42.65625
Binomial,Shell Sort,650,3.75,2.25
Binomial,Quick Sort,650,6.5625,5.15625
Binomial,Quick Sort 2,650,2.8125,1.59375
Binomial,Quick Sort 3,650,1.875,1.171875
Binomial,Counting Sort,650,0.0,0.328125
Binomial,Selection Sort,700,105.0,90.890625
Binomial,Insertion Sort,700,56.25,44.765625
Binomial,Shell Sort,700,2.8125,1.734375
Binomial,Quick Sort,700,5.625,5.53125
Binomial,Quick Sort 2,700,3.75,1.921875
Binomial,Quick Sort 3,700,0.9375,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,128.4375,113.671875
Binomial,Insertion Sort,750,64.6875,52.078125
Binomial,Shell Sort,750,2.8125,2.25
Binomial,Quick Sort,750,7.5,6.65625
Binomial,Quick Sort 2,750,1.875,2.203125
Binomial,Quick Sort 3,750,0.0,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Binomial,Selection Sort,50,0.0,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
Binomial,Shell Sort,50,0.0,0.09375
Binomial,Quick Sort,50,0.0,0.0
Binomial,Quick Sort 2,50,0.0,0.09375
Binomial,Quick Sort 3,50,0.0,0.0
Binomial,Counting Sort,50,0.0,0.046875
Binomial,Selection Sort,100,0.0,1.265625
Binomial,Insertion Sort,100,0.0,0.1875
Binomial,Shell Sort,100,0.0,0.140625
Binomial,Quick Sort,100,0.9375,0.140625
Binomial,Quick Sort 2,100,0.9375,0.09375
Binomial,Quick Sort 3,100,0.0,0.046875
Binomial,Counting Sort,100,0.9375,0.140625
Binomial,Selection Sort,150,0.0,2.765625
Binomial,Insertion Sort,150,0.0,0.890625
Binomial,Shell Sort,150,0.0,0.046875
Binomial,Quick Sort,150,0.0,0.046875
Binomial,Quick Sort 2,150,0.0,0.234375
Binomial,Quick Sort 3,150,0.0,0.140625
Binomial,Counting Sort,150,0.0,0.046875
Binomial,Selection Sort,200,9.375,5.765625
Binomial,Insertion Sort,200,3.75,2.4375
Binomial,Shell Sort,200,0.0,0.234375
Binomial,Quick Sort,200,0.0,0.421875
Binomial,Quick Sort 2,200,0.0,0.140625
Binomial,Quick Sort 3,200,0.0,0.140625
Binomial,Counting Sort,200,0.0,0.0
Binomial,Selection Sort,250,9.375,10.875
Binomial,Insertion Sort,250,1.875,4.171875
Binomial,Shell Sort,250,0.0,0.609375
Binomial,Quick Sort,250,0.0,0.609375
Binomial,Quick Sort 2,250,0.0,0.46875
Binomial,Quick Sort 3,250,0.0,0.46875
Binomial,Counting Sort,250,0.0,0.140625
Binomial,Selection Sort,300,16.875,17.109375
Binomial,Insertion Sort,300,5.625,6.9375
Binomial,Shell Sort,300,0.0,0.65625
Binomial,Quick Sort,300,0.9375,1.03125
Binomial,Quick Sort 2,300,0.9375,0.75
Binomial,Quick Sort 3,300,0.0,0.46875
Binomial,Counting Sort,300,0.0,0.234375
Binomial,Selection Sort,350,26.25,22.59375
Binomial,Insertion Sort,350,15.0,8.484375
Binomial,Shell Sort,350,0.9375,0.609375
Binomial,Quick Sort,350,0.9375,0.984375
Binomial,Quick Sort 2,350,0.9375,0.5625
Binomial,Quick Sort 3,350,0.0,0.5625
Binomial,Counting Sort,350,0.0,0.140625
Binomial,Selection Sort,400,31.875,30.65625
Binomial,Insertion Sort,400,11.25,11.71875
Binomial,Shell Sort,400,0.0,0.796875
Binomial,Quick Sort,400,1.875,1.171875
Binomial,Quick Sort 2,400,0.0,0.703125
Binomial,Quick Sort 3,400,0.9375,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,49.6875,40.265625
Binomial,Insertion Sort,450,23.4375,15.890625
Binomial,Shell Sort,450,1.875,1.078125
Binomial,Quick Sort,450,1.875,1.921875
Binomial,Quick Sort 2,450,0.9375,1.265625
Binomial,Quick Sort 3,450,0.0,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,55.3125,51.5625
Binomial,Insertion Sort,500,25.3125,19.3125
Binomial,Shell Sort,500,2.8125,1.125
Binomial,Quick Sort,500,0.9375,1.875
Binomial,Quick Sort 2,500,0.9375,1.171875
Binomial,Quick Sort 3,500,1.875,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,60.9375,60.046875
Binomial,Insertion Sort,550,25.3125,25.5
Binomial,Shell Sort,550,2.8125,1.59375
Binomial,Quick Sort,550,2.8125,3.328125
Binomial,Quick Sort 2,550,1.875,1.21875
Binomial,Quick Sort 3,550,0.9375,0.890625
Binomial,Counting Sort,550,0.0,0.234375
Binomial,Selection Sort,600,91.875,76.453125
Binomial,Insertion Sort,600,23.4375,28.921875
Binomial,Shell Sort,600,0.0,1.78125
Binomial,Quick Sort,600,4.6875,3.84375
Binomial,Quick Sort 2,600,0.9375,1.5
Binomial,Quick Sort 3,600,0.9375,0.796875
Binomial,Counting Sort,600,0.0,0.328125
Binomial,Selection Sort,650,93.75,85.40625
Binomial,Insertion Sort,650,46.875,42.65625
Binomial,Shell Sort,650,4.6875,2.25
Binomial,Quick Sort,650,8.4375,5.15625
Binomial,Quick Sort 2,650,1.875,1.59375
Binomial,Quick Sort 3,650,0.9375,1.171875
Binomial,Counting Sort,650,0.9375,0.328125
Binomial,Selection Sort,700,100.3125,90.890625
Binomial,Insertion Sort,700,55.3125,44.765625
Binomial,Shell Sort,700,0.9375,1.734375
Binomial,Quick Sort,700,2.8125,5.53125
Binomial,Quick Sort 2,700,2.8125,1.921875
Binomial,Quick Sort 3,700,1.875,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,105.9375,113.671875
Binomial,Insertion Sort,750,52.5,52.078125
Binomial,Shell Sort,750,1.875,2.25
Binomial,Quick Sort,750,7.5,6.65625
Binomial,Quick Sort 2,750,1.875,2.203125
Binomial,Quick Sort 3,750,2.8125,1.359375
Binomial,Counting Sort,750,0.9375,0.328125
Binomial,Selection Sort,50,0.0,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
Binomial,Shell Sort,50,0.0,0.09375
Binomial,Quick Sort,50,0.0,0.0
Binomial,Quick Sort 2,50,0.0,0.09375
Binomial,Quick Sort 3,50,0.0,0.0
Binomial,Counting Sort,50,0.0,0.046875
Binomial,Selection Sort,100,2.8125,1.265625
Binomial,Insertion Sort,100,0.0,0.1875
Binomial,Shell Sort,100,0.0,0.140625
Binomial,Quick Sort,100,0.0,0.140625
Binomial,Quick Sort 2,100,0.0,0.09375
Binomial,Quick Sort 3,100,0.0,0.046875
Binomial,Counting Sort,100,0.0,0.140625
Binomial,Selection Sort,150,2.8125,2.765625
Binomial,Insertion Sort,150,0.0,0.890625
Binomial,Shell Sort,150,0.0,0.046875
Binomial,Quick Sort,150,0.0,0.046875
Binomial,Quick Sort 2,150,0.0,0.234375
Binomial,Quick Sort 3,150,0.0,0.140625
Binomial,Counting Sort,150,0.0,0.046875
Binomial,Selection Sort,200,5.625,5.765625
Binomial,Insertion Sort,200,2.8125,2.4375
Binomial,Shell Sort,200,0.9375,0.234375
Binomial,Quick Sort,200,0.9375,0.421875
Binomial,Quick Sort 2,200,0.0,0.140625
Binomial,Quick Sort 3,200,0.0,0.140625
Binomial,Counting Sort,200,0.0,0.0
Binomial,Selection Sort,250,9.375,10.875
Binomial,Insertion Sort,250,2.8125,4.171875
Binomial,Shell Sort,250,0.9375,0.609375
Binomial,Quick Sort,250,0.9375,0.609375
Binomial,Quick Sort 2,250,0.9375,0.46875
Binomial,Quick Sort 3,250,0.0,0.46875
Binomial,Counting Sort,250,0.9375,0.140625
Binomial,Selection Sort,300,15.9375,17.109375
Binomial,Insertion Sort,300,5.625,6.9375
Binomial,Shell Sort,300,0.0,0.65625
Binomial,Quick Sort,300,0.0,1.03125
Binomial,Quick Sort 2,300,0.0,0.75
Binomial,Quick Sort 3,300,0.9375,0.46875
Binomial,Counting Sort,300,0.9375,0.234375
Binomial,Selection Sort,350,24.375,22.59375
Binomial,Insertion Sort,350,9.375,8.484375
Binomial,Shell Sort,350,0.9375,0.609375
Binomial,Quick Sort,350,0.0,0.984375
Binomial,Quick Sort 2,350,0.0,0.5625
Binomial,Quick Sort 3,350,0.0,0.5625
Binomial,Counting Sort,350,0.9375,0.140625
Binomial,Selection Sort,400,28.125,30.65625
Binomial,Insertion Sort,400,8.4375,11.71875
Binomial,Shell Sort,400,0.0,0.796875
Binomial,Quick Sort,400,2.8125,1.171875
Binomial,Quick Sort 2,400,0.9375,0.703125
Binomial,Quick Sort 3,400,1.875,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,40.3125,40.265625
Binomial,Insertion Sort,450,17.8125,15.890625
Binomial,Shell Sort,450,0.9375,1.078125
Binomial,Quick Sort,450,3.75,1.921875
Binomial,Quick Sort 2,450,0.9375,1.265625
Binomial,Quick Sort 3,450,0.9375,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,52.5,51.5625
Binomial,Insertion Sort,500,17.8125,19.3125
Binomial,Shell Sort,500,0.0,1.125
Binomial,Quick Sort,500,2.8125,1.875
Binomial,Quick Sort 2,500,2.8125,1.171875
Binomial,Quick Sort 3,500,1.875,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,44.0625,60.046875
Binomial,Insertion Sort,550,19.6875,25.5
Binomial,Shell Sort,550,1.875,1.59375
Binomial,Quick Sort,550,0.9375,3.328125
Binomial,Quick Sort 2,550,0.9375,1.21875
Binomial,Quick Sort 3,550,1.875,0.890625
Binomial,Counting Sort,550,0.0,0.234375
Binomial,Selection Sort,600,80.625,76.453125
Binomial,Insertion Sort,600,27.1875,28.921875
Binomial,Shell Sort,600,1.875,1.78125
Binomial,Quick Sort,600,7.5,3.84375
Binomial,Quick Sort 2,600,0.9375,1.5
Binomial,Quick Sort 3,600,0.0,0.796875
Binomial,Counting Sort,600,0.0,0.328125
Binomial,Selection Sort,650,83.4375,85.40625
Binomial,Insertion Sort,650,34.6875,42.65625
Binomial,Shell Sort,650,3.75,2.25
Binomial,Quick Sort,650,6.5625,5.15625
Binomial,Quick Sort 2,650,0.9375,1.59375
Binomial,Quick Sort 3,650,1.875,1.171875
Binomial,Counting Sort,650,0.0,0.328125
Binomial,Selection Sort,700,95.625,90.890625
Binomial,Insertion Sort,700,47.8125,44.765625
Binomial,Shell Sort,700,0.9375,1.734375
Binomial,Quick Sort,700,5.625,5.53125
Binomial,Quick Sort 2,700,1.875,1.921875
Binomial,Quick Sort 3,700,0.0,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,135.0,113.671875
Binomial,Insertion Sort,750,35.625,52.078125
Binomial,Shell Sort,750,0.0,2.25
Binomial,Quick Sort,750,4.6875,6.65625
Binomial,Quick Sort 2,750,2.8125,2.203125
Binomial,Quick Sort 3,750,2.8125,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Binomial,Selection Sort,50,0.0,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
Binomial,Shell Sort,50,0.0,0.09375
Binomial,Quick Sort,50,0.0,0.0
Binomial,Quick Sort 2,50,0.0,0.09375
Binomial,Quick Sort 3,50,0.0,0.0
Binomial,Counting Sort,50,0.9375,0.046875
Binomial,Selection Sort,100,0.0,1.265625
Binomial,Insertion Sort,100,0.0,0.1875
Binomial,Shell Sort,100,0.0,0.140625
Binomial,Quick Sort,100,0.0,0.140625
Binomial,Quick Sort 2,100,0.0,0.09375
Binomial,Quick Sort 3,100,0.0,0.046875
Binomial,Counting Sort,100,0.0,0.140625
Binomial,Selection Sort,150,1.875,2.765625
Binomial,Insertion Sort,150,0.9375,0.890625
Binomial,Shell Sort,150,0.0,0.046875
Binomial,Quick Sort,150,0.0,0.046875
Binomial,Quick Sort 2,150,0.0,0.234375
Binomial,Quick Sort 3,150,0.0,0.140625
Binomial,Counting Sort,150,0.0,0.046875
Binomial,Selection Sort,200,6.5625,5.765625
Binomial,Insertion Sort,200,5.625,2.4375
Binomial,Shell Sort,200,0.0,0.234375
Binomial,Quick Sort,200,0.0,0.421875
Binomial,Quick Sort 2,200,0.0,0.140625
Binomial,Quick Sort 3,200,0.9375,0.140625
Binomial,Counting Sort,200,0.0,0.0
Binomial,Selection Sort,250,14.0625,10.875
Binomial,Insertion Sort,250,5.625,4.171875
Binomial,Shell Sort,250,0.0,0.609375
Binomial,Quick Sort,250,0.9375,0.609375
Binomial,Quick Sort 2,250,0.9375,0.46875
Binomial,Quick Sort 3,250,0.0,0.46875
Binomial,Counting Sort,250,0.0,0.140625
Binomial,Selection Sort,300,23.4375,17.109375
Binomial,Insertion Sort,300,8.4375,6.9375
Binomial,Shell Sort,300,0.0,0.65625
Binomial,Quick Sort,300,0.0,1.03125
Binomial,Quick Sort 2,300,0.9375,0.75
Binomial,Quick Sort 3,300,0.9375,0.46875
Binomial,Counting Sort,300,0.0,0.234375
Binomial,Selection Sort,350,19.6875,22.59375
Binomial,Insertion Sort,350,8.4375,8.484375
Binomial,Shell Sort,350,0.9375,0.609375
Binomial,Quick Sort,350,2.8125,0.984375
Binomial,Quick Sort 2,350,0.0,0.5625
Binomial,Quick Sort 3,350,0.0,0.5625
Binomial,Counting Sort,350,0.0,0.140625
Binomial,Selection Sort,400,40.3125,30.65625
Binomial,Insertion Sort,400,11.25,11.71875
Binomial,Shell Sort,400,0.0,0.796875
Binomial,Quick Sort,400,0.9375,1.171875
Binomial,Quick Sort 2,400,0.0,0.703125
Binomial,Quick Sort 3,400,0.0,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,46.875,40.265625
Binomial,Insertion Sort,450,15.0,15.890625
Binomial,Shell Sort,450,0.0,1.078125
Binomial,Quick Sort,450,1.875,1.921875
Binomial,Quick Sort 2,450,0.9375,1.265625
Binomial,Quick Sort 3,450,0.9375,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,53.4375,51.5625
Binomial,Insertion Sort,500,16.875,19.3125
Binomial,Shell Sort,500,0.9375,1.125
Binomial,Quick Sort,500,0.9375,1.875
Binomial,Quick Sort 2,500,0.9375,1.171875
Binomial,Quick Sort 3,500,1.875,1.03125
Binomial,Counting Sort,500,0.0,0.234375
Binomial,Selection Sort,550,55.3125,60.046875
Binomial,Insertion Sort,550,29.0625,25.5
Binomial,Shell Sort,550,2.8125,1.59375
Binomial,Quick Sort,550,2.8125,3.328125
Binomial,Quick Sort 2,550,0.9375,1.21875
Binomial,Quick Sort 3,550,0.0,0.890625
Binomial,Counting Sort,550,0.9375,0.234375
Binomial,Selection Sort,600,75.9375,76.453125
Binomial,Insertion Sort,600,38.4375,28.921875
Binomial,Shell Sort,600,0.9375,1.78125
Binomial,Quick Sort,600,4.6875,3.84375
Binomial,Quick Sort 2,600,0.9375,1.5
Binomial,Quick Sort 3,600,1.875,0.796875
Binomial,Counting Sort,600,0.0,0.328125
Binomial,Selection Sort,650,93.75,85.40625
Binomial,Insertion Sort,650,34.6875,42.65625
Binomial,Shell Sort,650,3.75,2.25
Binomial,Quick Sort,650,5.625,5.15625
Binomial,Quick Sort 2,650,0.0,1.59375
Binomial,Quick Sort 3,650,0.0,1.171875
Binomial,Counting Sort,650,0.0,0.328125
Binomial,Selection Sort,700,90.0,90.890625
Binomial,Insertion Sort,700,47.8125,44.765625
Binomial,Shell Sort,700,2.8125,1.734375
Binomial,Quick Sort,700,5.625,5.53125
Binomial,Quick Sort 2,700,1.875,1.921875
Binomial,Quick Sort 3,700,1.875,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,129.375,113.671875
Binomial,Insertion Sort,750,54.375,52.078125
Binomial,Shell Sort,750,2.8125,2.25
Binomial,Quick Sort,750,6.5625,6.65625
Binomial,Quick Sort 2,750,2.8125,2.203125
Binomial,Quick Sort 3,750,0.0,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Binomial,Selection Sort,50,0.0,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
Binomial,Shell Sort,50,0.0,0.09375
Binomial,Quick Sort,50,0.0,0.0
Binomial,Quick Sort 2,50,0.0,0.09375
Binomial,Quick Sort 3,50,0.0,0.0
Binomial,Counting Sort,50,0.0,0.046875
Binomial,Selection Sort,100,1.875,1.265625
Binomial,Insertion Sort,100,0.9375,0.1875
Binomial,Shell Sort,100,0.9375,0.140625
Binomial,Quick Sort,100,0.0,0.140625
Binomial,Quick Sort 2,100,0.0,0.09375
Binomial,Quick Sort 3,100,0.0,0.046875
Binomial,Counting Sort,100,0.0,0.140625
Binomial,Selection Sort,150,1.875,2.765625
Binomial,Insertion Sort,150,0.9375,0.890625
Binomial,Shell Sort,150,0.0,0.046875
Binomial,Quick Sort,150,0.0,0.046875
Binomial,Quick Sort 2,150,0.0,0.234375
Binomial,Quick Sort 3,150,0.0,0.140625
Binomial,Counting Sort,150,0.0,0.046875
Binomial,Selection Sort,200,10.3125,5.765625
Binomial,Insertion Sort,200,2.8125,2.4375
Binomial,Shell Sort,200,0.0,0.234375
Binomial,Quick Sort,200,1.875,0.421875
Binomial,Quick Sort 2,200,0.0,0.140625
Binomial,Quick Sort 3,200,0.0,0.140625
Binomial,Counting Sort,200,0.0,0.0
Binomial,Selection Sort,250,9.375,10.875
Binomial,Insertion Sort,250,4.6875,4.171875
Binomial,Shell Sort,250,0.0,0.609375
Binomial,Quick Sort,250,0.9375,0.609375
Binomial,Quick Sort 2,250,0.9375,0.46875
Binomial,Quick Sort 3,250,0.9375,0.46875
Binomial,Counting Sort,250,0.0,0.140625
Binomial,Selection Sort,300,15.9375,17.109375
Binomial,Insertion Sort,300,7.5,6.9375
Binomial,Shell Sort,300,0.9375,0.65625
Binomial,Quick Sort,300,0.9375,1.03125
Binomial,Quick Sort 2,300,0.9375,0.75
Binomial,Quick Sort 3,300,0.0,0.46875
Binomial,Counting Sort,300,0.0,0.234375
Binomial,Selection Sort,350,20.625,22.59375
Binomial,Insertion Sort,350,9.375,8.484375
Binomial,Shell Sort,350,0.0,0.609375
Binomial,Quick Sort,350,1.875,0.984375
Binomial,Quick Sort 2,350,0.9375,0.5625
Binomial,Quick Sort 3,350,0.0,0.5625
Binomial,Counting Sort,350,0.0,0.140625
Binomial,Selection Sort,400,23.4375,30.65625
Binomial,Insertion Sort,400,13.125,11.71875
Binomial,Shell Sort,400,0.0,0.796875
Binomial,Quick Sort,400,2.8125,1.171875
Binomial,Quick Sort 2,400,0.9375,0.703125
Binomial,Quick Sort 3,400,0.9375,0.5625
Binomial,Counting Sort,400,0.0,0.09375
Binomial,Selection Sort,450,50.625,40.265625
Binomial,Insertion Sort,450,18.75,15.890625
Binomial,Shell Sort,450,1.875,1.078125
Binomial,Quick Sort,450,1.875,1.921875
Binomial,Quick Sort 2,450,0.0,1.265625
Binomial,Quick Sort 3,450,0.9375,0.75
Binomial,Counting Sort,450,0.0,0.234375
Binomial,Selection Sort,500,57.1875,51.5625
Binomial,Insertion Sort,500,22.5,19.3125
Binomial,Shell Sort,500,0.9375,1.125
Binomial,Quick Sort,500,3.75,1.875
Binomial,Quick Sort 2,500,0.9375,1.171875
Binomial,Quick Sort 3,500,0.9375,1.03125
Binomial,Counting Sort,500,0.9375,0.234375
Binomial,Selection Sort,550,55.3125,60.046875
Binomial,Insertion Sort,550,21.5625,25.5
Binomial,Shell Sort,550,1.875,1.59375
Binomial,Quick Sort,550,4.6875,3.328125
Binomial,Quick Sort 2,550,1.875,1.21875
Binomial,Quick Sort 3,550,0.9375,0.890625
Binomial,Counting Sort,550,0.0,0.234375
Binomial,Selection Sort,600,72.1875,76.453125
Binomial,Insertion Sort,600,28.125,28.921875
Binomial,Shell Sort,600,0.9375,1.78125
Binomial,Quick Sort,600,1.875,3.84375
Binomial,Quick Sort 2,600,0.9375,1.5
Binomial,Quick Sort 3,600,0.0,0.796875
Binomial,Counting Sort,600,0.9375,0.328125
Binomial,Selection Sort,650,83.4375,85.40625
Binomial,Insertion Sort,650,43.125,42.65625
Binomial,Shell Sort,650,3.75,2.25
Binomial,Quick Sort,650,7.5,5.15625
Binomial,Quick Sort 2,650,1.875,1.59375
Binomial,Quick Sort 3,650,0.9375,1.171875
Binomial,Counting Sort,650,0.0,0.328125
Binomial,Selection Sort,700,100.3125,90.890625
Binomial,Insertion Sort,700,46.875,44.765625
Binomial,Shell Sort,700,2.8125,1.734375
Binomial,Quick Sort,700,5.625,5.53125
Binomial,Quick Sort 2,700,0.9375,1.921875
Binomial,Quick Sort 3,700,0.9375,1.078125
Binomial,Counting Sort,700,0.0,0.421875
Binomial,Selection Sort,750,121.875,113.671875
Binomial,Insertion Sort,750,44.0625,52.078125
Binomial,Shell Sort,750,3.75,2.25
Binomial,Quick Sort,750,5.625,6.65625
Binomial,Quick Sort 2,750,3.75,2.203125
Binomial,Quick Sort 3,750,0.9375,1.359375
Binomial,Counting Sort,750,0.0,0.328125
Binomial,Selection Sort,50,0.0,0.140625
Binomial,Insertion Sort,50,0.0,0.046875
